project name,compile,gradle version,flaky tests,total tests,successful tests,failed tests,skipped tests,time (minutes)
apple/servicetalk:servicetalk-encoding-api,T,8.3,0,7,7,0,0,708
apple/servicetalk:servicetalk-encoding-api-internal,T,8.3,no test,,,,,709
apple/servicetalk:servicetalk-encoding-netty,T,8.3,0,21,21,0,0,709
apple/servicetalk:servicetalk-examples,T,8.3,no test,,,,,709
apple/servicetalk:servicetalk-gradle-plugin-internal,T,8.3,no test,,,,,710
apple/servicetalk:servicetalk-grpc-api,T,8.3,0,5,5,0,0,711
apple/servicetalk:servicetalk-grpc-health,T,8.3,0,8,8,0,0,713
apple/servicetalk:servicetalk-grpc-internal,T,8.3,0,28,28,0,0,714
apple/servicetalk:servicetalk-grpc-netty,T,8.3,1,1428,1403,1,24,737
apple/servicetalk:servicetalk-grpc-protobuf,T,8.3,0,10,10,0,0,737
apple/servicetalk:servicetalk-grpc-protoc,T,8.3,0,34,34,0,0,739
apple/servicetalk:servicetalk-grpc-utils,T,8.3,0,5,5,0,0,741
apple/servicetalk:servicetalk-http-api,T,8.3,1,973,877,0,96,744
apple/servicetalk:servicetalk-http-netty,T,8.3,0,8359,8246,2,111,808
apple/servicetalk:servicetalk-http-router-jersey,T,8.3,307,1540,1239,97,204,1003
apple/servicetalk:servicetalk-http-router-jersey-internal,T,8.3,no test,,,,,1004
apple/servicetalk:servicetalk-http-router-predicate,T,8.3,0,62,59,0,3,1007
apple/servicetalk:servicetalk-http-security-jersey,T,8.3,0,26,26,0,0,1010
apple/servicetalk:servicetalk-http-utils,T,8.3,0,184,184,0,0,1013
apple/servicetalk:servicetalk-loadbalancer,T,8.3,8,255,253,0,2,1015
apple/servicetalk:servicetalk-log4j2-mdc,T,8.3,0,1,1,0,0,1015
apple/servicetalk:servicetalk-log4j2-mdc-utils,T,8.3,0,3,3,0,0,1016
apple/servicetalk:servicetalk-logging-api,T,8.3,no test,,,,,1016
apple/servicetalk:servicetalk-logging-slf4j-internal,T,8.3,no test,,,,,1016
apple/servicetalk:servicetalk-oio-api,T,8.3,no test,,,,,1016
apple/servicetalk:servicetalk-oio-api-internal,T,8.3,no test,,,,,1016
apple/servicetalk:servicetalk-opentelemetry-asynccontext,T,8.3,0,2,2,0,0,1017
apple/servicetalk:servicetalk-opentelemetry-http,T,8.3,0,18,18,0,0,1019
apple/servicetalk:servicetalk-opentracing-asynccontext,T,8.3,0,2,2,0,0,1020
apple/servicetalk:servicetalk-opentracing-http,T,8.3,0,10,10,0,0,1021
apple/servicetalk:servicetalk-opentracing-inmemory,T,8.3,0,3,3,0,0,1022
apple/servicetalk:servicetalk-opentracing-inmemory-api,T,8.3,no test,,,,,1022
apple/servicetalk:servicetalk-opentracing-internal,T,8.3,no test,,,,,1022
apple/servicetalk:servicetalk-opentracing-log4j2,T,8.3,0,4,4,0,0,1023
apple/servicetalk:servicetalk-opentracing-zipkin-publisher,T,8.3,0,35,35,0,0,1024
apple/servicetalk:servicetalk-router-api,T,8.3,no test,,,,,1024
apple/servicetalk:servicetalk-router-utils-internal,T,8.3,no test,,,,,1024
apple/servicetalk:servicetalk-serialization-api,T,8.3,0,40,40,0,0,1025
apple/servicetalk:servicetalk-serializer-api,T,8.3,no test,,,,,1025
apple/servicetalk:servicetalk-serializer-utils,T,8.3,0,52,52,0,0,1026
apple/servicetalk:servicetalk-tcp-netty-internal,T,8.3,0,67,66,0,1,1028
apple/servicetalk:servicetalk-test-resources,T,8.3,0,9,9,0,0,1029
apple/servicetalk:servicetalk-transport-api,T,8.3,0,43,43,0,0,1029
apple/servicetalk:servicetalk-transport-netty,T,8.3,no test,,,,,1030
apple/servicetalk:servicetalk-transport-netty-internal,T,8.3,0,349,349,0,0,1035
apple/servicetalk:servicetalk-utils-internal,T,8.3,0,14,14,0,0,1035
eugene-khyst/postgresql-event-sourcing:event-sourcing-app,error with test,8.4,error,,,,,1
eugene-khyst/postgresql-event-sourcing:postgresql-event-sourcing-core,error with test,8.4,error,,,,,2
jshiell/checkstyle-idea,T,8.4,error,112,112,0,0,20
Earthcomputer/EnchantmentCracker,F,6.3,N/A,,,,,0
dmulloy2/ProtocolLib,error with test,8.5,error,,,,,2
spotify/heroic,F,5.2.1,N/A,,,,,0
researchgate/gradle-release,F,6.9.2,N/A,,,,,0
ringo/ringojs,T,7.4.2,error,,,,,3
GrimAnticheat/Grim,error with test,7.4,error,,,,,3
Netflix/governator:governator,T,7.5.1,0,149,17,132,0,7
Netflix/governator:governator-annotations,T,7.5.1,no test,,,,,7
Netflix/governator:governator-api,T,7.5.1,no test,,,,,7
Netflix/governator:governator-archaius,T,7.5.1,0,7,7,0,0,8
Netflix/governator:governator-commons-cli,T,7.5.1,0,0,0,0,0,8
Netflix/governator:governator-core,T,7.5.1,0,60,8,52,0,9
Netflix/governator:governator-jersey,T,7.5.1,0,5,0,5,0,9
Netflix/governator:governator-jetty,T,7.5.1,0,3,0,3,0,10
Netflix/governator:governator-providers,T,7.5.1,0,7,0,7,0,10
Netflix/governator:governator-servlet,T,7.5.1,0,2,0,2,0,10
Netflix/governator:governator-test,T,7.5.1,0,4,4,0,0,11
Netflix/governator:governator-test-junit,T,7.5.1,0,4,0,4,0,11
Netflix/governator:governator-test-spock,T,7.5.1,0,2,0,2,0,12
FabricMC/yarn,error with test,8.3,error,,,,,1
openrndr/openrndr:openrndr-animatable,T,8.5,error,,,,,13
openrndr/openrndr:openrndr-application,T,8.5,error,,,,,13
openrndr/openrndr:openrndr-binpack,T,8.5,error,,,,,14
openrndr/openrndr:openrndr-color,T,8.5,error,,,,,14
openrndr/openrndr:openrndr-core,T,8.5,error,,,,,14
openrndr/openrndr:openrndr-dds,T,8.5,error,,,,,14
openrndr/openrndr:openrndr-demos,T,8.5,error,,,,,15
openrndr/openrndr:openrndr-draw,T,8.5,error,,,,,15
openrndr/openrndr:openrndr-event,T,8.5,error,,,,,15
openrndr/openrndr:openrndr-extensions,T,8.5,error,,,,,15
openrndr/openrndr:openrndr-filter,T,8.5,error,,,,,16
openrndr/openrndr:openrndr-gl-common,T,8.5,error,,,,,16
openrndr/openrndr:openrndr-js,T,8.5,error,,,,,16
openrndr/openrndr:openrndr-jvm,T,8.5,error,,,,,16
openrndr/openrndr:openrndr-kartifex,T,8.5,error,,,,,17
openrndr/openrndr:openrndr-ktessellation,T,8.5,error,,,,,17
openrndr/openrndr:openrndr-math,T,8.5,error,,,,,17
openrndr/openrndr:openrndr-nullgl,T,8.5,error,,,,,17
openrndr/openrndr:openrndr-shape,T,8.5,error,,,,,18
openrndr/openrndr:openrndr-svg,T,8.5,error,,,,,18
openrndr/openrndr:openrndr-utils,T,8.5,error,,,,,18
chatty/chatty,F,8.2.1,N/A,,,,,0
e-commerce-sample/ecommerce-order-service,F,5.6,N/A,,,,,0
eventuate-local/eventuate-local,F,6.9.1,N/A,,,,,0
yidongnan/spring-cloud-netflix-example,F,4.7,N/A,,,,,0
apache/samza,F,6.9.2,N/A,,,,,0
KennFalcon/elasticsearch-analysis-hanlp,F,6.8,N/A,,,,,0
spring-projects/spring-amqp:spring-amqp,T,8.4,no test,,,,,10
spring-projects/spring-amqp:spring-amqp-bom,T,8.4,no test,,,,,10
spring-projects/spring-amqp:spring-rabbit,T,8.4,no test,,,,,32
spring-projects/spring-amqp:spring-rabbit-junit,T,8.4,no test,,,,,32
spring-projects/spring-amqp:spring-rabbit-stream,T,8.4,error,,,,,48
spring-projects/spring-amqp:spring-rabbit-test,T,8.4,no test,,,,,50
19MisterX98/SeedcrackerX,error with test,8.5,no test,,,,,14
ifnoelse/pdf-bookmark,F,5.2.1,N/A,,,,,0
LINBIT/linstor-server:controller,error with test,7.3.3,error,,,,,2
LINBIT/linstor-server:jclcrypto,error with test,7.3.3,error,,,,,2
LINBIT/linstor-server:satellite,error with test,7.3.3,error,,,,,2
LINBIT/linstor-server:server,error with test,7.3.3,error,,,,,2
bsideup/jabel:example,T,7.5,error,10,10,0,0,2
bsideup/jabel:jabel-javac-plugin,T,7.5,no test,,,,,2
gogradle/gogradle,F,6.3,N/A,,,,,0
apache/flink-training,F,7.1,N/A,,,,,0
apache/ofbiz,F,3.2.1,N/A,,,,,3
elki-project/elki:ELKI,T,7.3.3,0,43,43,0,0,18
elki-project/elki:ELKI,T,7.3.3,no test,43,43,0,0,19
elki-project/elki:elki,T,7.3.3,no test,43,43,0,0,19
elki-project/elki:elki-3dpc,T,7.3.3,no test,,,,,20
elki-project/elki:elki-batik-visualization,T,7.3.3,no test,,,,,20
elki-project/elki:elki-bundle,T,7.3.3,0,1,1,0,0,22
elki-project/elki:elki-classification,T,7.3.3,0,2,2,0,0,23
elki-project/elki:elki-clustering,T,7.3.3,0,331,331,0,0,31
elki-project/elki:elki-core,T,7.3.3,0,17,17,0,0,32
elki-project/elki:elki-core-api,T,7.3.3,0,9,9,0,0,33
elki-project/elki:elki-core-data,T,7.3.3,0,6,6,0,0,34
elki-project/elki:elki-core-dbids,T,7.3.3,no test,,,,,34
elki-project/elki:elki-core-dbids-int,T,7.3.3,0,4,4,0,0,34
elki-project/elki:elki-core-distance,T,7.3.3,0,74,74,0,0,39
elki-project/elki:elki-core-math,T,7.3.3,0,414,414,0,0,42
elki-project/elki:elki-core-parallel,T,7.3.3,no test,,,,,42
elki-project/elki:elki-core-util,T,7.3.3,1,94,92,0,2,43
elki-project/elki:elki-data-generator,T,7.3.3,0,1,1,0,0,44
elki-project/elki:elki-database,T,7.3.3,0,1,1,0,0,45
elki-project/elki:elki-docutil,T,7.3.3,no test,,,,,45
elki-project/elki:elki-geo,T,7.3.3,0,4,4,0,0,46
elki-project/elki:elki-gui-minigui,T,7.3.3,no test,,,,,46
elki-project/elki:elki-index,T,7.3.3,no test,,,,,46
elki-project/elki:elki-index-lsh,T,7.3.3,0,2,2,0,0,47
elki-project/elki:elki-index-mtree,T,7.3.3,0,10,10,0,0,48
elki-project/elki:elki-index-preprocessed,T,7.3.3,0,12,12,0,0,50
elki-project/elki:elki-index-rtree,T,7.3.3,0,22,22,0,0,52
elki-project/elki:elki-index-various,T,7.3.3,0,21,21,0,0,52
elki-project/elki:elki-input,T,7.3.3,0,40,40,0,0,53
elki-project/elki:elki-itemsets,T,7.3.3,0,26,26,0,0,54
elki-project/elki:elki-libsvm,T,7.3.3,0,1,1,0,0,55
elki-project/elki:elki-logging,T,7.3.3,0,1,1,0,0,55
elki-project/elki:elki-outlier,T,7.3.3,0,77,77,0,0,68
elki-project/elki:elki-persistent,T,7.3.3,0,2,2,0,0,69
elki-project/elki:elki-precomputed,T,7.3.3,0,2,2,0,0,69
elki-project/elki:elki-svm,T,7.3.3,0,6,6,0,0,70
elki-project/elki:elki-test-core,T,7.3.3,no test,,,,,71
elki-project/elki:elki-timeseries,T,7.3.3,0,3,3,0,0,71
elki-project/elki:elki-tutorial,T,7.3.3,0,21,21,0,0,74
elki-project/elki:elki-uncertain,T,7.3.3,no test,,,,,74
spockframework/spock-example,T,8.5,error,40,40,0,0,4
kotlin-telegram-bot/kotlin-telegram-bot:dispatcher,T,8.3,error,,,,,17
kotlin-telegram-bot/kotlin-telegram-bot:echo,T,8.3,error,,,,,17
kotlin-telegram-bot/kotlin-telegram-bot:polls,T,8.3,error,,,,,17
kotlin-telegram-bot/kotlin-telegram-bot:telegram,T,8.3,error,,,,,17
kotlin-telegram-bot/kotlin-telegram-bot:webhook,T,8.3,error,,,,,18
gazbert/bxbot:bxbot-app,T,8.3,no test,,,,,14
gazbert/bxbot:bxbot-core,T,8.3,0,0,0,0,0,14
gazbert/bxbot:bxbot-domain-objects,T,8.3,0,0,0,0,0,14
gazbert/bxbot:bxbot-exchange-api,T,8.3,no test,,,,,15
gazbert/bxbot:bxbot-exchanges,T,8.3,3,220,220,0,0,34
gazbert/bxbot:bxbot-repository,T,8.3,0,0,0,0,0,34
gazbert/bxbot:bxbot-rest-api,T,8.3,0,0,0,0,0,35
gazbert/bxbot:bxbot-services,T,8.3,0,0,0,0,0,35
gazbert/bxbot:bxbot-strategies,T,8.3,0,11,11,0,0,38
gazbert/bxbot:bxbot-strategy-api,T,8.3,0,0,0,0,0,38
gazbert/bxbot:bxbot-trading-api,T,8.3,0,0,0,0,0,38
gazbert/bxbot:bxbot-yaml-datastore,T,8.3,0,0,0,0,0,39
alexzaitsev/apk-dependency-graph,F,5.2.1,N/A,,,,,0
hrldcpr/pcollections,T,7.5.1,0,263,263,0,0,10
springfox/springfox-demos,F,6.5,N/A,,,,,0
carrot2/carrot2,F,8.4,N/A,,,,,5
BleachDev/BleachHack,error with test,8.0.1,no test,,,,,5
stripe/stripe-java,T,7.3.1,1,221,62,159,0,41
deliveredtechnologies/rulebook,F,4.2,N/A,,,,,0
KaptainWutax/SeedCracker,F,7.0,N/A,,,,,0
tony-framework/TonY,F,4.10.2,N/A,,,,,0
ical4j/ical4j,T,8.4,0,2533,2417,3,113,52
java-decompiler/jd-eclipse,F,5.2.1,N/A,,,,,0
spring-projects/spring-shell:spring-shell-autoconfigure,T,8.4,0,39,39,0,0,21
spring-projects/spring-shell:spring-shell-core,T,8.4,0,627,627,0,0,30
spring-projects/spring-shell:spring-shell-core-test-support,T,8.4,no test,,,,,31
spring-projects/spring-shell:spring-shell-dependencies,T,8.4,no test,,,,,31
spring-projects/spring-shell:spring-shell-docs,T,8.4,0,0,0,0,0,32
spring-projects/spring-shell:spring-shell-management,T,8.4,no test,,,,,33
spring-projects/spring-shell:spring-shell-samples,T,8.4,no test,,,,,33
spring-projects/spring-shell:spring-shell-standard,T,8.4,0,26,26,0,0,35
spring-projects/spring-shell:spring-shell-standard-commands,T,8.4,0,16,16,0,0,37
spring-projects/spring-shell:spring-shell-starters,T,8.4,no test,,,,,38
spring-projects/spring-shell:spring-shell-table,T,8.4,0,41,41,0,0,39
spring-projects/spring-shell:spring-shell-test,T,8.4,0,2,2,0,0,40
spring-projects/spring-shell:spring-shell-test-autoconfigure,T,8.4,0,9,9,0,0,44
linkedin/coral,F,6.7.1,N/A,,,,,0
royclarkson/spring-rest-service-oauth,F,2.7,N/A,,,,,0
bitwig/dawproject,T,7.4,4,13,12,0,1,5
hierynomus/smbj,T,8.2,0,270,270,0,0,8
benwilcock/cqrs-microservice-sampler,F,2.3,N/A,,,,,0
apache/ofbiz-framework:applications,T,7.6,error,,,,,30
apache/ofbiz-framework:framework,T,7.6,error,,,,,30
apache/ofbiz-framework:themes,T,7.6,error,,,,,30
kaklakariada/portmapper,T,8.4,error,5,5,0,0,3
atarw/material-ui-swing,F,6.4.1,N/A,,,,,0
spring-attic/spring-hadoop,F,2.9,N/A,,,,,0
spring-attic/spring-social,F,3.0,N/A,,,,,0
yanagishima/yanagishima,F,5.2,N/A,,,,,0
pledbrook/lazybones,F,2.9,N/A,,,,,0
brmson/yodaqa,F,2.1,N/A,,,,,0
danielliao11/spring-microservice-boilerplate,F,4.3,N/A,,,,,0
opendistro-for-elasticsearch/sql,F,6.6.1,N/A,,,,,0
chunky-dev/chunky:=>,T,8.0.2,error,,,,,7
chunky-dev/chunky:=>,T,8.0.2,error,,,,,7
chunky-dev/chunky:=>,T,8.0.2,error,,,,,7
chunky-dev/chunky:=>,T,8.0.2,error,,,,,7
chunky-dev/chunky:chunky,T,8.0.2,error,,,,,7
chunky-dev/chunky:launcher,T,8.0.2,error,,,,,7
chunky-dev/chunky:lib,T,8.0.2,error,,,,,8
chunky-dev/chunky:releasetools,T,8.0.2,error,,,,,8
Consensys/teku:acceptance-tests,T,8.4,no test,,,,,211
Consensys/teku:beacon,T,8.4,no test,,,,,212
Consensys/teku:data,T,8.4,no test,,,,,212
Consensys/teku:eth-benchmark-tests,T,8.4,no test,,,,,216
Consensys/teku:eth-reference-tests,T,8.4,no test,,,,,217
Consensys/teku:eth-tests,T,8.4,no test,,,,,219
Consensys/teku:ethereum,T,8.4,no test,,,,,219
Consensys/teku:fork-choice-tests,T,8.4,no test,,,,,219
Consensys/teku:fuzz,T,8.4,0,21,21,0,0,235
Consensys/teku:infrastructure,T,8.4,no test,,,,,236
Consensys/teku:networking,T,8.4,no test,,,,,236
Consensys/teku:services,T,8.4,no test,,,,,237
Consensys/teku:storage,T,8.4,0,680,680,0,0,368
Consensys/teku:teku,T,8.4,19,369,369,0,0,605
Consensys/teku:validator,T,8.4,no test,,,,,606
maruohon/litematica,F,2.14.1,N/A,,,,,0
tom-mohr/particle-life-app,error with test,7.6,no test,,,,,2
onyxbits/raccoon4,F,6.8.2,N/A,,,,,0
nccgroup/LoggerPlusPlus,T,7.5.1,0,0,0,0,0,2
asciidoctor/asciidoctorj:asciidoctorj,T,8.5,error,463,456,0,7,114
asciidoctor/asciidoctorj:asciidoctorj-api,T,8.5,no test,,,,,114
asciidoctor/asciidoctorj:asciidoctorj-arquillian-extension,T,8.5,no test,,,,,114
asciidoctor/asciidoctorj:asciidoctorj-cli,T,8.5,error,22,22,0,0,117
asciidoctor/asciidoctorj:asciidoctorj-distribution,T,8.5,0,8,8,0,0,143
asciidoctor/asciidoctorj:asciidoctorj-documentation,T,8.5,0,34,34,0,0,176
asciidoctor/asciidoctorj:asciidoctorj-springboot-integration-test,T,8.5,error,1,1,0,0,179
asciidoctor/asciidoctorj:asciidoctorj-test-support,T,8.5,error,14,14,0,0,182
asciidoctor/asciidoctorj:asciidoctorj-wildfly-integration-test,T,8.5,error,1,1,0,0,186
BashSupport/BashSupport,F,4.6,N/A,,,,,0
schibsted/jslt:core,T,7.4.1,1,723,720,0,3,4
schibsted/jslt:playground,T,7.4.1,no test,,,,,4
igvteam/igv,T,8.0.2,2,536,442,0,94,56
reactor/reactor-kafka:reactor-kafka-samples,T,7.4,0,11,11,0,0,34
reactor/reactor-kafka:reactor-kafka-tools,T,7.4,0,3,0,0,3,35
spotify/JniHelpers,F,1.9,N/A,,,,,0
BishopFox/GadgetProbe,F,4.10.3,N/A,,,,,0
Kotlin/kotlin-frontend-plugin,F,4.10.3,N/A,,,,,0
line/centraldogma:benchmarks,T,8.4,no test,,,,,26
line/centraldogma:bom,T,8.4,no test,,,,,26
line/centraldogma:client,T,8.4,no test,,,,,27
line/centraldogma:common,T,8.4,0,264,264,0,0,31
line/centraldogma:common-legacy,T,8.4,0,1,1,0,0,34
line/centraldogma:dependencyManagement,T,8.4,no test,,,,,34
line/centraldogma:dist,T,8.4,no test,,,,,37
line/centraldogma:it,T,8.4,no test,,,,,37
line/centraldogma:server,T,8.4,0,279,278,1,0,51
line/centraldogma:server-auth,T,8.4,no test,,,,,51
line/centraldogma:server-mirror-git,T,8.4,0,13,13,0,0,55
line/centraldogma:site,T,8.4,no test,,,,,59
line/centraldogma:testing,T,8.4,no test,,,,,59
line/centraldogma:testing-internal,T,8.4,0,3,3,0,0,62
holgerbrandl/krangl:benchmarks,error with test,7.4,no test,,,,,9
Netflix/blitz4j,T,7.6,error,7,7,0,0,5
bladecoder/bladecoder-adventure-engine:adventure-editor,error with test,8.4,no test,,,,,4
bladecoder/bladecoder-adventure-engine:blade-engine,error with test,8.4,no test,,,,,4
bladecoder/bladecoder-adventure-engine:blade-engine-spine-plugin,error with test,8.4,no test,,,,,5
ATLauncher/ATLauncher:app,T,8.2,no test,,,,,8
ATLauncher/ATLauncher:legacy-launch,T,8.2,no test,,,,,8
biokys/cropimage,F,,N/A,,,,,0
neo4j/graph-data-science:algo,error with test,8.5,error,,,,,20
neo4j/graph-data-science:algo-common,error with test,8.5,error,,,,,21
neo4j/graph-data-science:algo-test,error with test,8.5,error,,,,,21
neo4j/graph-data-science:alpha-proc,error with test,8.5,error,,,,,21
neo4j/graph-data-science:annotations,error with test,8.5,error,,,,,21
neo4j/graph-data-science:collections,error with test,8.5,error,,,,,21
neo4j/graph-data-science:collections-generator,error with test,8.5,error,,,,,22
neo4j/graph-data-science:collections-memory-estimation,error with test,8.5,error,,,,,22
neo4j/graph-data-science:concurrency-validation-api,error with test,8.5,error,,,,,22
neo4j/graph-data-science:config-api,error with test,8.5,error,,,,,22
neo4j/graph-data-science:config-generator,error with test,8.5,error,,,,,22
neo4j/graph-data-science:core,error with test,8.5,error,,,,,23
neo4j/graph-data-science:core-test-utils,error with test,8.5,error,,,,,23
neo4j/graph-data-science:core-utils,error with test,8.5,error,,,,,23
neo4j/graph-data-science:core-write,error with test,8.5,error,,,,,23
neo4j/graph-data-science:csv,error with test,8.5,error,,,,,23
neo4j/graph-data-science:cypher-aggregation,error with test,8.5,error,,,,,24
neo4j/graph-data-science:cypher-core,error with test,8.5,error,,,,,24
neo4j/graph-data-science:cypher-test,error with test,8.5,error,,,,,24
neo4j/graph-data-science:defaults-and-limits-configuration,error with test,8.5,error,,,,,24
neo4j/graph-data-science:doc,error with test,8.5,error,,,,,25
neo4j/graph-data-science:doc-test,error with test,8.5,error,,,,,25
neo4j/graph-data-science:doc-test-tools,error with test,8.5,error,,,,,25
neo4j/graph-data-science:edition-api,error with test,8.5,error,,,,,25
neo4j/graph-data-science:executor,error with test,8.5,error,,,,,25
neo4j/graph-data-science:graph-dimensions,error with test,8.5,error,,,,,26
neo4j/graph-data-science:graph-projection-api,error with test,8.5,error,,,,,26
neo4j/graph-data-science:graph-sampling,error with test,8.5,error,,,,,26
neo4j/graph-data-science:graph-schema-api,error with test,8.5,error,,,,,26
neo4j/graph-data-science:graph-store-catalog-applications,error with test,8.5,error,,,,,26
neo4j/graph-data-science:io-core,error with test,8.5,error,,,,,27
neo4j/graph-data-science:legacy-cypher-projection,error with test,8.5,error,,,,,27
neo4j/graph-data-science:licensing,error with test,8.5,error,,,,,27
neo4j/graph-data-science:logging,error with test,8.5,error,,,,,27
neo4j/graph-data-science:memory-estimation,error with test,8.5,error,,,,,28
neo4j/graph-data-science:memory-usage,error with test,8.5,error,,,,,28
neo4j/graph-data-science:metrics-api,error with test,8.5,error,,,,,28
neo4j/graph-data-science:ml-algo,error with test,8.5,error,,,,,28
neo4j/graph-data-science:ml-api,error with test,8.5,error,,,,,28
neo4j/graph-data-science:ml-core,error with test,8.5,error,,,,,29
neo4j/graph-data-science:ml-test-utils,error with test,8.5,error,,,,,29
neo4j/graph-data-science:model-catalog-api,error with test,8.5,error,,,,,29
neo4j/graph-data-science:native-projection,error with test,8.5,error,,,,,29
neo4j/graph-data-science:neo4j-adapter,error with test,8.5,error,,,,,29
neo4j/graph-data-science:neo4j-api,error with test,8.5,error,,,,,30
neo4j/graph-data-science:neo4j-kernel-adapter,error with test,8.5,error,,,,,30
neo4j/graph-data-science:neo4j-kernel-adapter-4.4,error with test,8.5,error,,,,,30
neo4j/graph-data-science:neo4j-kernel-adapter-5-common,error with test,8.5,error,,,,,30
neo4j/graph-data-science:neo4j-kernel-adapter-5.10,error with test,8.5,error,,,,,30
neo4j/graph-data-science:neo4j-kernel-adapter-5.11,error with test,8.5,error,,,,,31
neo4j/graph-data-science:neo4j-kernel-adapter-5.12,error with test,8.5,error,,,,,31
neo4j/graph-data-science:neo4j-kernel-adapter-5.13,error with test,8.5,error,,,,,31
neo4j/graph-data-science:neo4j-kernel-adapter-5.14,error with test,8.5,error,,,,,31
neo4j/graph-data-science:neo4j-kernel-adapter-5.15,error with test,8.5,error,,,,,31
neo4j/graph-data-science:neo4j-kernel-adapter-5.6,error with test,8.5,error,,,,,32
neo4j/graph-data-science:neo4j-kernel-adapter-5.7,error with test,8.5,error,,,,,32
neo4j/graph-data-science:neo4j-kernel-adapter-5.8,error with test,8.5,error,,,,,32
neo4j/graph-data-science:neo4j-kernel-adapter-5.9,error with test,8.5,error,,,,,32
neo4j/graph-data-science:neo4j-kernel-adapter-api,error with test,8.5,error,,,,,32
neo4j/graph-data-science:neo4j-settings,error with test,8.5,error,,,,,33
neo4j/graph-data-science:open-licensing,error with test,8.5,error,,,,,33
neo4j/graph-data-science:open-model-catalog,error with test,8.5,error,,,,,33
neo4j/graph-data-science:open-packaging,error with test,8.5,error,,,,,33
neo4j/graph-data-science:open-write-services,error with test,8.5,error,,,,,34
neo4j/graph-data-science:opengds-extension,error with test,8.5,error,,,,,34
neo4j/graph-data-science:opengds-procedure-facade,error with test,8.5,error,,,,,34
neo4j/graph-data-science:path-finding-algorithms,error with test,8.5,error,,,,,34
neo4j/graph-data-science:pipeline,error with test,8.5,error,,,,,34
neo4j/graph-data-science:pregel,error with test,8.5,error,,,,,34
neo4j/graph-data-science:pregel-example,error with test,8.5,error,,,,,35
neo4j/graph-data-science:pregel-proc-generator,error with test,8.5,error,,,,,35
neo4j/graph-data-science:proc,error with test,8.5,error,,,,,35
neo4j/graph-data-science:proc-catalog,error with test,8.5,error,,,,,35
neo4j/graph-data-science:proc-centrality,error with test,8.5,error,,,,,35
neo4j/graph-data-science:proc-common,error with test,8.5,error,,,,,36
neo4j/graph-data-science:proc-community,error with test,8.5,error,,,,,36
neo4j/graph-data-science:proc-embeddings,error with test,8.5,error,,,,,36
neo4j/graph-data-science:proc-machine-learning,error with test,8.5,error,,,,,36
neo4j/graph-data-science:proc-misc,error with test,8.5,error,,,,,36
neo4j/graph-data-science:proc-path-finding,error with test,8.5,error,,,,,37
neo4j/graph-data-science:proc-pipeline-catalog,error with test,8.5,error,,,,,37
neo4j/graph-data-science:proc-pregel,error with test,8.5,error,,,,,37
neo4j/graph-data-science:proc-similarity,error with test,8.5,error,,,,,37
neo4j/graph-data-science:proc-sysinfo,error with test,8.5,error,,,,,37
neo4j/graph-data-science:proc-test,error with test,8.5,error,,,,,38
neo4j/graph-data-science:procedure-collector,error with test,8.5,error,,,,,38
neo4j/graph-data-science:procedure-integration,error with test,8.5,error,,,,,38
neo4j/graph-data-science:progress-tracking,error with test,8.5,error,,,,,38
neo4j/graph-data-science:storage-engine-adapter,error with test,8.5,error,,,,,39
neo4j/graph-data-science:storage-engine-adapter-4.4,error with test,8.5,error,,,,,39
neo4j/graph-data-science:storage-engine-adapter-5.10,error with test,8.5,error,,,,,39
neo4j/graph-data-science:storage-engine-adapter-5.11,error with test,8.5,error,,,,,39
neo4j/graph-data-science:storage-engine-adapter-5.12,error with test,8.5,error,,,,,40
neo4j/graph-data-science:storage-engine-adapter-5.13,error with test,8.5,error,,,,,40
neo4j/graph-data-science:storage-engine-adapter-5.14,error with test,8.5,error,,,,,40
neo4j/graph-data-science:storage-engine-adapter-5.15,error with test,8.5,error,,,,,41
neo4j/graph-data-science:storage-engine-adapter-5.6,error with test,8.5,error,,,,,41
neo4j/graph-data-science:storage-engine-adapter-5.7,error with test,8.5,error,,,,,41
neo4j/graph-data-science:storage-engine-adapter-5.8,error with test,8.5,error,,,,,41
neo4j/graph-data-science:storage-engine-adapter-5.9,error with test,8.5,error,,,,,42
neo4j/graph-data-science:storage-engine-adapter-api,error with test,8.5,error,,,,,42
neo4j/graph-data-science:string-formatting,error with test,8.5,error,,,,,42
neo4j/graph-data-science:subgraph-filtering,error with test,8.5,error,,,,,42
neo4j/graph-data-science:termination,error with test,8.5,error,,,,,42
neo4j/graph-data-science:test-graph-loaders,error with test,8.5,error,,,,,42
neo4j/graph-data-science:test-utils,error with test,8.5,error,,,,,43
neo4j/graph-data-science:transaction,error with test,8.5,error,,,,,43
Netflix/netflix-graph,T,7.5.1,error,48,48,0,0,2
Netflix/PigPen,F,2.2.1,N/A,,,,,0
eventuate-tram/eventuate-tram-examples-customers-and-orders,F,6.9.2,N/A,,,,,0
RikkaW/YASNAC:app,error with test,7.4.2,error,,,,,3
ldtteam/minecolonies,error with test,8.1.1,error,,,,,24
apache/bigtop,F,5.6.4,N/A,,,,,0
vmware/burp-rest-api,F,6.3,N/A,,,,,0
qiniu/java-sdk,T,7.6.1,2,256,63,170,23,16
gojuno/composer,F,4.7,N/A,,,,,0
vvb2060/MagiskDetector,F,7.5,N/A,,,,,2
microsoft/thrifty:thrifty-compiler,error with test,8.3,error,,,,,8
